number,symbol,name,market,size
4932,PFGC,Performance Food Group Company,NYSE,4470000000
4933,PKI,PerkinElmer. Inc.,NYSE,9580000000
4934,PBT,Permian Basin Royalty Trust,NYSE,187830000
4935,PVL,Permianville Royalty Trust,NYSE,72270000
4936,PRT,PermRock Royalty Trust,NYSE,80780000
4937,PRGO,Perrigo Company,NYSE,7350000000
4938,PRSP,Perspecta Inc.,NYSE,4180000000
4939,PTR,PetroChina Company Limited,NYSE,95570000000
4940,PBR,Petroleo Brasileiro S.A.- Petrobras,NYSE,1.03E+11
4941,PFE,Pfizer. Inc.,NYSE,2.03E+11
4942,GHY,PGIM Global High Yield Fund. Inc.,NYSE,590940000
4943,ISD,PGIM High Yield Bond Fund. Inc.,NYSE,495860000
4944,PGTI,PGT Innovations. Inc.,NYSE,1080000000
4945,PM,Philip Morris International Inc,NYSE,1.28E+11
4946,PSX,Phillips 66,NYSE,51320000000
4947,PSXP,Phillips 66 Partners LP,NYSE,12880000000
4948,FENG,Phoenix New Media Limited,NYSE,192890000
4949,PHR,Phreesia. Inc.,NYSE,959840000
4950,DOC,Physicians Realty Trust,NYSE,3340000000
4951,PDM,Piedmont Office Realty Trust. Inc.,NYSE,2650000000
4952,PIR,Pier 1 Imports. Inc.,NYSE,29730000
4953,PCQ,PIMCO California Municipal Income Fund,NYSE,371300000
4954,PCK,Pimco California Municipal Income Fund II,NYSE,316250000
4955,PZC,PIMCO California Municipal Income Fund III,NYSE,251970000
4956,PCM,PIMCO Commercial Mortgage Securities Trust. Inc.,NYSE,131070000
4957,PTY,Pimco Corporate & Income Opportunity Fund,NYSE,1660000000
4958,PCN,Pimco Corporate & Income Stategy Fund,NYSE,749030000
4959,PCI,PIMCO Dynamic Credit and Mortgage Income Fund,NYSE,3470000000
4960,PDI,PIMCO Dynamic Income Fund,NYSE,1870000000
4961,NRGX,PIMCO Energy and Tactical Credit Opportunities Fund,NYSE,748050000
4962,PGP,Pimco Global Stocksplus & Income Fund,NYSE,124850000
4963,PHK,Pimco High Income Fund,NYSE,1010000000
4964,PKO,Pimco Income Opportunity Fund,NYSE,464000000
4965,PFL,PIMCO Income Strategy Fund,NYSE,331270000
4966,PFN,PIMCO Income Strategy Fund II,NYSE,688890000
4967,PMF,PIMCO Municipal Income Fund,NYSE,381090000
4968,PML,Pimco Municipal Income Fund II,NYSE,970650000
4969,PMX,PIMCO Municipal Income Fund III,NYSE,407200000
4970,PNF,PIMCO New York Municipal Income Fund,NYSE,110530000
4971,PNI,Pimco New York Municipal Income Fund II,NYSE,132240000
4972,PYN,PIMCO New York Municipal Income Fund III,NYSE,56760000
4973,RCS,PIMCO Strategic Income Fund. Inc.,NYSE,399780000
4974,PING,Ping Identity Holding Corp.,NYSE,1290000000
4975,PNW,Pinnacle West Capital Corporation,NYSE,10580000000
4976,PINS,Pinterest. Inc.,NYSE,14030000000
4977,PHD,Pioneer Floating Rate Trust,NYSE,258760000
4978,PHT,Pioneer High Income Trust,NYSE,275360000
4979,MAV,Pioneer Municipal High Income Advantage Trust,NYSE,255610000
4980,MHI,Pioneer Municipal High Income Trust,NYSE,273260000
4981,PXD,Pioneer Natural Resources Company,NYSE,21700000000
4982,PJC,Piper Jaffray Companies,NYSE,1050000000
4983,PBI,Pitney Bowes Inc.,NYSE,883550000
4984,PVT,Pivotal Acquisition Corp.,NYSE,292680000
4985,PIC,Pivotal Investment Corporation II,NYSE,283760000
4986,PVTL,Pivotal Software. Inc.,NYSE,4120000000
4987,PJT,PJT Partners Inc.,NYSE,1530000000
4988,PAA,Plains All American Pipeline. L.P.,NYSE,13910000000
4989,PAGP,Plains Group Holdings. L.P.,NYSE,3290000000
4990,PLNT,Planet Fitness. Inc.,NYSE,5650000000
4991,PLT,Plantronics. Inc.,NYSE,1510000000
4992,AGS,PlayAGS. Inc.,NYSE,413610000
4993,PHI,PLDT Inc.,NYSE,4530000000
4994,PNC,PNC Financial Services Group. Inc. (The),NYSE,65310000000
4995,PNM,PNM Resources. Inc. (Holding Co.),NYSE,4080000000
4996,PII,Polaris Inc.,NYSE,6200000000
4997,POL,PolyOne Corporation,NYSE,2480000000
4998,POR,Portland General Electric Company,NYSE,5060000000
4999,PKX,POSCO,NYSE,14530000000
5000,POST,Post Holdings. Inc.,NYSE,7420000000
5001,PSTL,Postal Realty Trust. Inc.,NYSE,89270000
5002,PPDF,PPDAI Group Inc.,NYSE,820700000
5003,PPG,PPG Industries. Inc.,NYSE,29310000000
5004,PPL,PPL Corporation,NYSE,23990000000
5005,PQG,PQ Group Holdings Inc.,NYSE,2190000000
5006,PDS,Precision Drilling Corporation,NYSE,337850000
5007,APTS,Preferred Apartment Communities. Inc.,NYSE,645950000
5008,PBH,Prestige Consumer Healthcare Inc.,NYSE,1760000000
5009,PVG,Pretium Resources. Inc.,NYSE,2270000000
5010,PRI,Primerica. Inc.,NYSE,5270000000
5011,PGZ,Principal Real Estate Income Fund,NYSE,144210000
5012,PRA,ProAssurance Corporation,NYSE,2110000000
5013,PG,Procter & Gamble Company (The),NYSE,3.08E+11
5014,PGR,Progressive Corporation (The),NYSE,40520000000
5015,PLD,Prologis. Inc.,NYSE,57340000000
5016,PUMP,ProPetro Holding Corp.,NYSE,897920000
5017,PRO,PROS Holdings. Inc.,NYSE,2230000000
5018,PROS,ProSight Global. Inc.,NYSE,670780000
5019,PBY,Prospect Capital Corporation,NYSE,1320000000
5020,PB,Prosperity Bancshares. Inc.,NYSE,5020000000
5021,PRLB,Proto Labs. Inc.,NYSE,2580000000
5022,PFS,Provident Financial Services. Inc,NYSE,1670000000
5023,PRS,Prudential Financial. Inc.,NYSE,943510000
5024,PRU,Prudential Financial. Inc.,NYSE,36880000000
5025,PUK,Prudential Public Limited Company,NYSE,53080000000
5026,PSB,PS Business Parks. Inc.,NYSE,4960000000
5027,TLK,PT Telekomunikasi Indonesia. Tbk,NYSE,29910000000
5028,PEG,Public Service Enterprise Group Incorporated,NYSE,31800000000
5029,PSA,Public Storage,NYSE,40860000000
5030,PHM,PulteGroup. Inc.,NYSE,11080000000
5031,PSTG,Pure Storage. Inc. ,NYSE,4960000000
5032,PMM,Putnam Managed Municipal Income Trust,NYSE,386740000
5033,PIM,Putnam Master Intermediate Income Trust,NYSE,243960000
5034,PMO,Putnam Municipal Opportunities Trust,NYSE,446720000
5035,PPT,Putnam Premier Income Trust,NYSE,550940000
5036,NEW,Puxin Limited,NYSE,771370000
5037,PVH,PVH Corp.,NYSE,280520000
5038,PYX,Pyxus International. Inc.,NYSE,118610000
5039,PZN,Pzena Investment Management Inc,NYSE,603340000
5040,QTWO,Q2 Holdings. Inc.,NYSE,3290000000
5041,QEP,QEP Resources. Inc.,NYSE,868380000
5042,QGEN,Qiagen N.V.,NYSE,6530000000
5043,QTS,QTS Realty Trust. Inc.,NYSE,2910000000
5044,QUAD,Quad Graphics. Inc,NYSE,565490000
5045,KWR,Quaker Chemical Corporation,NYSE,2700000000
5046,NX,Quanex Building Products Corporation,NYSE,624110000
5047,PWR,Quanta Services. Inc.,NYSE,5890000000
5048,QD,Qudian Inc.,NYSE,1840000000
5049,DGX,Quest Diagnostics Incorporated,NYSE,13550000000
5050,QES,Quintana Energy Services Inc.,NYSE,58300000
5051,QHC,Quorum Health Corporation,NYSE,40480000
5052,QUOT,Quotient Technology Inc.,NYSE,745920000
5053,RRD,R.R. Donnelley & Sons Company,NYSE,329220000
5054,RMED,Ra Medical Systems. Inc.,NYSE,20300000
5055,RDN,Radian Group Inc.,NYSE,5080000000
5056,RL,Ralph Lauren Corporation,NYSE,7630000000
5057,RRC,Range Resources Corporation,NYSE,1060000000
5058,RNGR,Ranger Energy Services. Inc.,NYSE,74330000
5059,PACK,Ranpak Holdings Corp,NYSE,319440000
5060,RJF,Raymond James Financial. Inc.,NYSE,11730000000
5061,RYAM,Rayonier Advanced Materials Inc.,NYSE,282730000
5062,RYN,Rayonier Inc.,NYSE,3790000000
5063,RTN,Raytheon Company,NYSE,59080000000
5064,RMAX,RE/MAX Holdings. Inc.,NYSE,1030000000
5065,RC,Ready Capital Corporation,NYSE,719970000
5066,RLGY,Realogy Holdings Corp.,NYSE,1010000000
5067,O,Realty Income Corporation,NYSE,25740000000
5068,RLH,Red Lion Hotels Corporation,NYSE,166280000
5069,RWT,Redwood Trust. Inc.,NYSE,1630000000
5070,RBC,Regal Beloit Corporation,NYSE,3160000000
5071,RWGE,Regalwood Global Energy Ltd.,NYSE,387380000
5072,RM,Regional Management Corp.,NYSE,337220000
5073,RF,Regions Financial Corporation,NYSE,16360000000
5074,RGS,Regis Corporation,NYSE,817120000
5075,RGA,Reinsurance Group of America. Incorporated,NYSE,9870000000
5076,RS,Reliance Steel & Aluminum Co.,NYSE,7740000000
5077,RELX,RELX PLC,NYSE,46070000000
5078,RNR,RenaissanceRe Holdings Ltd.,NYSE,8110000000
5079,SOL,Renesola Ltd.,NYSE,57500000
5080,RENN,Renren Inc.,NYSE,52140000
5081,RPLA,Replay Acquisition Corp.,NYSE,357580000
5082,RSG,Republic Services. Inc.,NYSE,27590000000
5083,REZI,Resideo Technologies. Inc.,NYSE,1150000000
5084,RMD,ResMed Inc.,NYSE,20730000000
5085,RFP,Resolute Forest Products Inc.,NYSE,416620000
5086,QSR,Restaurant Brands International Inc.,NYSE,17530000000
5087,RPAI,Retail Properties of America. Inc.,NYSE,2870000000
5088,RVI,Retail Value Inc.,NYSE,675400000
5089,REVG,REV Group. Inc.,NYSE,791280000
5090,REV,Revlon. Inc.,NYSE,1430000000
5091,RVLV,Revolve Group. Inc.,NYSE,1440000000
5092,REX,REX American Resources Corporation,NYSE,502770000
5093,REXR,Rexford Industrial Realty. Inc.,NYSE,5190000000
5094,RXN,Rexnord Corporation,NYSE,3010000000
5095,RH,RH,NYSE,3520000000
5096,RNG,Ringcentral. Inc.,NYSE,13310000000
5097,RIO,Rio Tinto Plc,NYSE,88700000000
5098,RBA,Ritchie Bros. Auctioneers Incorporated,NYSE,4340000000
5099,RAD,Rite Aid Corporation,NYSE,458960000
5100,RMM,RiverNorth Managed Duration Municipal Income Fund. Inc.,NYSE,390840000
5101,RSF,RiverNorth Marketplace Lending Corporation,NYSE,125750000
5102,RMI,RiverNorth Opportunistic Municipal Income Fund. Inc.,NYSE,140790000
5103,RIV,RiverNorth Opportunities Fund. Inc.,NYSE,117980000
5104,OPP,RiverNorth/DoubleLine Strategic Opportunity Fund. Inc.,NYSE,193290000
5105,RLI,RLI Corp.,NYSE,4310000000
5106,RLJ,RLJ Lodging Trust,NYSE,2860000000
5107,RMG,RMG Acquisition Corp.,NYSE,284050000
5108,RRTS,Roadrunner Transportation Systems. Inc.,NYSE,443370000
5109,ROAN,Roan Resources. Inc.,NYSE,234590000
5110,RHI,Robert Half International Inc.,NYSE,6810000000
5111,ROK,Rockwell Automation. Inc.,NYSE,20750000000
5112,RCI,Rogers Communication. Inc.,NYSE,18700000000
5113,ROG,Rogers Corporation,NYSE,2790000000
5114,ROL,Rollins. Inc.,NYSE,12570000000
5115,ROP,Roper Technologies. Inc.,NYSE,34790000000
5116,RST,Rosetta Stone,NYSE,447940000
5117,RY,Royal Bank Of Canada,NYSE,1.16E+11
5118,RBS,Royal Bank Scotland plc (The),NYSE,35070000000
5119,RCL,Royal Caribbean Cruises Ltd.,NYSE,23340000000
5120,RGT,Royce Global Value Trust. Inc.,NYSE,107760000
5121,RMT,Royce Micro-Cap Trust. Inc.,NYSE,334320000
5122,RVT,Royce Value Trust. Inc.,NYSE,1350000000
5123,RES,RPC. Inc.,NYSE,1030000000
5124,RPM,RPM International Inc.,NYSE,9210000000
5125,RPT,RPT Realty,NYSE,1130000000
5126,RTW,RTW Retailwinds. Inc.,NYSE,102480000
5127,RYB,RYB Education. Inc.,NYSE,175380000
5128,R,Ryder System. Inc.,NYSE,2920000000
5129,RYI,Ryerson Holding Corporation,NYSE,325700000
5130,RHP,Ryman Hospitality Properties. Inc.,NYSE,4380000000
5131,SPGI,S&P Global Inc.,NYSE,61400000000
5132,SBR,Sabine Royalty Trust,NYSE,558360000
5133,SB,Safe Bulkers. Inc,NYSE,181280000
5134,SFE,Safeguard Scientifics. Inc.,NYSE,233580000
5135,SAFE,Safehold Inc.,NYSE,1360000000
5136,SAIL,SailPoint Technologies Holdings. Inc.,NYSE,1740000000
5137,CRM,Salesforce.com Inc,NYSE,1.32E+11
5138,SMM,Salient Midstream & MLP Fund,NYSE,130970000
5139,SBH,Sally Beauty Holdings. Inc.,NYSE,1990000000
5140,SJT,San Juan Basin Royalty Trust,NYSE,121180000
5141,SD,SandRidge Energy. Inc.,NYSE,165820000
5142,SDT,SandRidge Mississippian Trust I,NYSE,11210000
5143,SDR,SandRidge Mississippian Trust II,NYSE,15060000
5144,PER,SandRidge Permian Trust,NYSE,87150000
5145,SC,Santander Consumer USA Holdings Inc.,NYSE,8560000000
5146,SAP,SAP SE,NYSE,1.62E+11
5147,SAR,Saratoga Investment Corp,NYSE,242570000
5148,SSL,Sasol Ltd.,NYSE,11720000000
5149,BFS,Saul Centers. Inc.,NYSE,1260000000
5150,SLB,Schlumberger N.V.,NYSE,48580000000
5151,SNDR,Schneider National. Inc.,NYSE,4070000000
5152,SWM,Schweitzer-Mauduit International. Inc.,NYSE,1250000000
5153,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,NYSE,4570000000
5154,SALT,Scorpio Bulkers Inc.,NYSE,503070000
5155,STNG,Scorpio Tankers Inc.,NYSE,1940000000
5156,SMG,Scotts Miracle-Gro Company (The),NYSE,5450000000
5157,KTF,Scudder Municiple Income Trust,NYSE,449130000
5158,KSM,Scudder Strategic Municiple Income Trust,NYSE,131760000
5159,SRL,Scully Royalty Ltd.,NYSE,130610000
5160,SCU,Sculptor Capital Management. Inc.,NYSE,831810000
5161,SE,Sea Limited,NYSE,11790000000
5162,SA,Seabridge Gold. Inc.,NYSE,791220000
5163,CKH,SEACOR Holdings. Inc.,NYSE,931450000
5164,SMHI,SEACOR Marine Holdings Inc.,NYSE,300140000
5165,SDRL,Seadrill Limited,NYSE,192000000
5166,SEE,Sealed Air Corporation,NYSE,6470000000
5167,SSW,Seaspan Corporation,NYSE,2440000000
5168,SEAS,SeaWorld Entertainment. Inc.,NYSE,2140000000
5169,WTTR,Select Energy Services. Inc.,NYSE,793350000
5170,SEM,Select Medical Holdings Corporation,NYSE,2370000000
5171,SEMG,Semgroup Corporation,NYSE,1260000000
5172,SRE,Sempra Energy,NYSE,39530000000
5173,ST,Sensata Technologies Holding plc,NYSE,8230000000
5174,SXT,Sensient Technologies Corporation,NYSE,2630000000
5175,SQNS,Sequans Communications S.A.,NYSE,84670000
5176,SRG,Seritage Growth Properties,NYSE,2490000000
5177,SCI,Service Corporation International,NYSE,8360000000
5178,SERV,ServiceMaster Global Holdings. Inc.,NYSE,5730000000
5179,NOW,ServiceNow. Inc.,NYSE,45230000000
5180,SHAK,Shake Shack. Inc.,NYSE,3390000000
5181,SJR,Shaw Communications Inc.,NYSE,9760000000
5182,SHLX,Shell Midstream Partners. L.P.,NYSE,4840000000
5183,SHW,Sherwin-Williams Company (The),NYSE,53040000000
5184,SHG,Shinhan Financial Group Co Ltd,NYSE,16710000000
5185,SFL,Ship Finance International Limited,NYSE,1590000000
5186,SHOP,Shopify Inc.,NYSE,32890000000
5187,SSTK,Shutterstock. Inc.,NYSE,1280000000
5188,SBGL,Sibanye Gold Limited,NYSE,4750000000
5189,SIG,Signet Jewelers Limited,NYSE,901540000
5190,SBOW,SilverBow Resorces. Inc.,NYSE,101470000
5191,SPG,Simon Property Group. Inc.,NYSE,47920000000
5192,SSD,Simpson Manufacturing Company. Inc.,NYSE,3330000000
5193,SHI,SINOPEC Shangai Petrochemical Company. Ltd.,NYSE,3150000000
5194,SITC,SITE Centers Corp.,NYSE,2790000000
5195,SITE,SiteOne Landscape Supply. Inc.,NYSE,3290000000
5196,SIX,Six Flags Entertainment Corporation New,NYSE,3640000000
5197,SJW,SJW Group,NYSE,2080000000
5198,SKM,SK Telecom Co.. Ltd.,NYSE,14590000000
5199,SKX,Skechers U.S.A.. Inc.,NYSE,5940000000
5200,SKY,Skyline Champion Corporation,NYSE,1740000000
5201,SLG,SL Green Realty Corp,NYSE,6830000000
5202,WORK,Slack Technologies. Inc.,NYSE,11130000000
5203,SM,SM Energy Company,NYSE,936710000
5204,SMAR,Smartsheet Inc.,NYSE,4720000000
5205,SNN,Smith & Nephew SNATS. Inc.,NYSE,19020000000
5206,SNAP,Snap Inc.,NYSE,19250000000
5207,SNA,Snap-On Incorporated,NYSE,9200000000
5208,SQM,Sociedad Quimica y Minera S.A.,NYSE,7190000000
5209,SOGO,Sogou Inc.,NYSE,1940000000
5210,SOI,Solaris Oilfield Infrastructure. Inc.,NYSE,560960000
5211,SWI,SolarWinds Corporation,NYSE,6120000000
5212,SAH,Sonic Automotive. Inc.,NYSE,1420000000
5213,SON,Sonoco Products Company,NYSE,5840000000
5214,SNE,Sony Corp Ord,NYSE,72210000000
5215,SOR,Source Capital. Inc.,NYSE,314390000
5216,SJI,South Jersey Industries. Inc.,NYSE,2970000000
5217,SO,Southern Company (The),NYSE,64120000000
5218,SCCO,Southern Copper Corporation,NYSE,27810000000
5219,LUV,Southwest Airlines Company,NYSE,30500000000
5220,SWX,Southwest Gas Holdings. Inc.,NYSE,4780000000
5221,SWN,Southwestern Energy Company,NYSE,1150000000
5222,SPAQ,Spartan Energy Acquisition Corp,NYSE,693280000
5223,SPE,Special Opportunities Fund Inc.,NYSE,119180000
5224,SPB           ,Spectrum Brands Holdings. Inc.,NYSE,2470000000
5225,SR,Spire Inc.,NYSE,4280000000
5226,SPR,Spirit Aerosystems Holdings. Inc.,NYSE,8090000000
5227,SAVE,Spirit Airlines. Inc.,NYSE,2600000000
5228,SMTA,Spirit MTA REIT,NYSE,31100000
5229,SRC,Spirit Realty Capital. Inc.,NYSE,4400000000
5230,SPOT,Spotify Technology S.A.,NYSE,21690000000
5231,SRLP,Sprague Resources LP,NYSE,404890000
5232,S,Sprint Corporation,NYSE,26110000000
5233,SPXC,SPX Corporation,NYSE,1880000000
5234,FLOW,SPX FLOW. Inc.,NYSE,1770000000
5235,SQ,Square. Inc.,NYSE,26860000000
5236,JOE,St. Joe Company (The),NYSE,1070000000
5237,STAG,Stag Industrial. Inc.,NYSE,4080000000
5238,SSI,Stage Stores. Inc.,NYSE,69880000
5239,SMP,Standard Motor Products. Inc.,NYSE,1130000000
5240,SXI,Standex International Corporation,NYSE,919300000
5241,SWK,Stanley Black & Decker. Inc.,NYSE,22970000000
5242,STN,Stantec Inc,NYSE,2410000000
5243,SGU,Star Group. L.P.,NYSE,449550000
5244,SRT,StarTek. Inc.,NYSE,246910000
5245,STWD,STARWOOD PROPERTY TRUST. INC.,NYSE,6830000000
5246,STT,State Street Corporation,NYSE,24500000000
5247,SPLP,Steel Partners Holdings LP,NYSE,310390000
5248,SCS,Steelcase Inc.,NYSE,2060000000
5249,SCM,Stellus Capital Investment Corporation,NYSE,262410000
5250,SCL,Stepan Company,NYSE,2190000000
5251,STE,STERIS plc,NYSE,11690000000
5252,STL,Sterling Bancorp,NYSE,4120000000
5253,STC,Stewart Information Services Corporation,NYSE,977180000
5254,SF,Stifel Financial Corporation,NYSE,3950000000
5255,STM,STMicroelectronics N.V.,NYSE,20050000000
5256,EDF,Stone Harbor Emerging Markets Income Fund,NYSE,215010000
5257,EDI,Stone Harbor Emerging Markets Total Income Fund,NYSE,117180000
5258,STON,StoneMor Partners L.P.,NYSE,41540000
5259,SRI,Stoneridge. Inc.,NYSE,911250000
5260,STOR,STORE Capital Corporation,NYSE,8980000000
5261,SYK,Stryker Corporation,NYSE,79170000000
5262,MSC,Studio City International Holdings Limited,NYSE,1460000000
5263,RGR,Sturm. Ruger & Company. Inc.,NYSE,796980000
5264,SPH,Suburban Propane Partners. L.P.,NYSE,1460000000
5265,SMFG,Sumitomo Mitsui Financial Group Inc,NYSE,48340000000
5266,INN,Summit Hotel Properties. Inc.,NYSE,1280000000
5267,SUM,Summit Materials. Inc.,NYSE,2590000000
5268,SMLP,Summit Midstream Partners. LP,NYSE,413520000
5269,SUI,Sun Communities. Inc.,NYSE,14270000000
5270,SLF,Sun Life Financial Inc.,NYSE,26280000000
5271,SXC,SunCoke Energy. Inc.,NYSE,543600000
5272,SU,Suncor Energy  Inc.,NYSE,46970000000
5273,STG,Sunlands Technology Group,NYSE,411130000
5274,NOVA,Sunnova Energy International Inc.,NYSE,907830000
5275,SUN,Sunoco LP,NYSE,2710000000
5276,SHO,Sunstone Hotel Investors. Inc.,NYSE,3070000000
5277,STI,SunTrust Banks. Inc.,NYSE,30670000000
5278,SUP,Superior Industries International. Inc.,NYSE,71620000
5279,SUZ,Suzano S.A.,NYSE,10970000000
5280,SWZ,Swiss Helvetia Fund. Inc. (The),NYSE,108660000
5281,SWCH,Switch. Inc.,NYSE,3550000000
5282,SBE,Switchback Energy Acquisition Corporation,NYSE,382830000
5283,SYF,Synchrony Financial,NYSE,23410000000
5284,SNX,Synnex Corporation,NYSE,6050000000
5285,SNV,Synovus Financial Corp.,NYSE,5270000000
5286,SYY,Sysco Corporation,NYSE,40540000000
5287,SYX,Systemax Inc.,NYSE,933770000
5288,TLRD,Tailored Brands. Inc.,NYSE,247640000
5289,TWN,Taiwan Fund. Inc. (The),NYSE,159230000
5290,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,NYSE,2.65E+11
5291,TAK,Takeda Pharmaceutical Company Limited,NYSE,55870000000
5292,TAL,TAL Education Group,NYSE,25480000000
5293,TGE,Tallgrass Energy. LP,NYSE,5310000000
5294,TALO,Talos Energy. Inc.,NYSE,1080000000
5295,SKT,Tanger Factory Outlet Centers. Inc.,NYSE,1630000000
5296,TPR,Tapestry. Inc.,NYSE,7610000000
5297,TRGP,Targa Resources. Inc.,NYSE,9510000000
5298,TGT,Target Corporation,NYSE,55700000000
5299,TARO,Taro Pharmaceutical Industries Ltd.,NYSE,3010000000
5300,TTM,Tata Motors Ltd,NYSE,7120000000
5301,TCO,Taubman Centers. Inc.,NYSE,2360000000
5302,TMHC,Taylor Morrison Home Corporation,NYSE,2870000000
5303,TRP,TC Energy Corporation,NYSE,47670000000
5304,TCP,TC PipeLines. LP,NYSE,2760000000
5305,TSI,TCW Strategic Income Fund. Inc.,NYSE,275150000
5306,TEL,TE Connectivity Ltd.,NYSE,31610000000
5307,TISI,Team. Inc.,NYSE,540730000
5308,FTI,TechnipFMC plc,NYSE,9550000000
5309,TECK,Teck Resources Ltd,NYSE,9120000000
5310,TK,Teekay Corporation,NYSE,557340000
5311,TGP,Teekay LNG Partners L.P.,NYSE,1210000000
5312,TOO,Teekay Offshore Partners L.P.,NYSE,628370000
5313,TNK,Teekay Tankers Ltd.,NYSE,589110000
5314,GCI,TEGNA Inc.,NYSE,1260000000
5315,TGNA,TEGNA Inc.,NYSE,3430000000
5316,TRC,Tejon Ranch Co,NYSE,424460000
5317,HQH,Tekla Healthcare Investors,NYSE,817550000
5318,THQ,Tekla Healthcare Opportunies Fund,NYSE,728910000
5319,HQL,Tekla Life Sciences Investors,NYSE,366240000
5320,THW,Tekla World Healthcare Fund,NYSE,399260000
5321,TDOC,Teladoc Health. Inc.,NYSE,5020000000
5322,TLRA,Telaria. Inc.,NYSE,359590000
5323,TEO,Telecom Argentina Stet - France Telecom S.A.,NYSE,4280000000
5324,TDY,Teledyne Technologies Incorporated,NYSE,11900000000
5325,TFX,Teleflex Incorporated,NYSE,14880000000
5326,VIV,Telefonica Brasil S.A.,NYSE,22480000000
5327,TEF,Telefonica SA,NYSE,40910000000
5328,TDS,Telephone and Data Systems. Inc.,NYSE,2980000000
5329,TU,TELUS Corporation,NYSE,21200000000
5330,TDF,Templeton Dragon Fund. Inc.,NYSE,613560000
5331,EMF,Templeton Emerging Markets Fund,NYSE,252930000
5332,TEI,Templeton Emerging Markets Income Fund. Inc.,NYSE,432950000
5333,GIM,Templeton Global Income Fund. Inc.,NYSE,810230000
5334,TPX,Tempur Sealy International. Inc.,NYSE,4480000000
5335,TS,Tenaris S.A.,NYSE,12230000000
5336,TME,Tencent Music Entertainment Group,NYSE,22910000000
5337,THC,Tenet Healthcare Corporation,NYSE,2550000000
5338,TNC,Tennant Company,NYSE,1270000000
5339,TEN,Tenneco Inc.,NYSE,1200000000
5340,TDC,Teradata Corporation,NYSE,3360000000
5341,TEX,Terex Corporation,NYSE,2070000000
5342,TX,Ternium S.A.,NYSE,3740000000
5343,TRNO,Terreno Realty Corporation,NYSE,3540000000
5344,TTI,Tetra Technologies. Inc.,NYSE,219770000
5345,TEVA,Teva Pharmaceutical Industries Limited,NYSE,8770000000
5346,TPL,Texas Pacific Land Trust,NYSE,4710000000
5347,TGH,Textainer Group Holdings Limited,NYSE,610660000
5348,TXT,Textron Inc.,NYSE,10880000000
5349,AES,The AES Corporation,NYSE,11150000000
5350,BX,The Blackstone Group Inc.,NYSE,63430000000
5351,CEE,The Central and Eastern Europe Fund. Inc.,NYSE,182010000
5352,SCHW,The Charles Schwab Corporation,NYSE,53570000000
5353,COO,The Cooper Companies. Inc. ,NYSE,13970000000
5354,GDV,The Gabelli Dividend & Income Trust,NYSE,1700000000
5355,GRX,The Gabelli Healthcare & Wellness Trust,NYSE,191550000
5356,GDL,The GDL Fund,NYSE,148390000
5357,THG,The Hanover Insurance Group. Inc.,NYSE,5130000000
5358,MSG,The Madison Square Garden Company,NYSE,6360000000
5359,RUBI,The Rubicon Project. Inc.,NYSE,466320000
5360,TRV,The Travelers Companies. Inc.,NYSE,33960000000
5361,VAM,The Vivaldi Opportunities Fund,NYSE,78720000
5362,TMO,Thermo Fisher Scientific Inc,NYSE,1.19E+11
5363,THR,Thermon Group Holdings. Inc.,NYSE,780910000
5364,TPRE,Third Point Reinsurance Ltd.,NYSE,885820000
5365,TSLF,THL Credit Senior Loan Fund,NYSE,107280000
5366,TRI,Thomson Reuters Corp,NYSE,33150000000
5367,THO,Thor Industries. Inc.,NYSE,3690000000
5368,TDW,Tidewater Inc.,NYSE,639810000
5369,TIF,Tiffany & Co.,NYSE,11900000000
5370,TLYS,Tilly&#39;s. Inc.,NYSE,311740000
5371,TSU,TIM Participacoes S.A.,NYSE,6970000000
5372,TKR,Timken Company (The),NYSE,3640000000
5373,TMST,TimkenSteel Corporation,NYSE,265760000
5374,TWI,Titan International. Inc.,NYSE,174480000
5375,TJX,TJX Companies. Inc. (The),NYSE,71450000000
5376,TOL,Toll Brothers. Inc.,NYSE,5750000000
5377,TR,Tootsie Roll Industries. Inc.,NYSE,1320000000
5378,BLD,TopBuild Corp.,NYSE,3430000000
5379,TTC,Toro Company (The),NYSE,7850000000
5380,TD,Toronto Dominion Bank (The),NYSE,1.05E+11
5381,SHLL,Tortoise Acquisition Corp.,NYSE,288350000
5382,NDP,Tortoise Energy Independence Fund. Inc.,NYSE,58190000
5383,TYG,Tortoise Energy Infrastructure Corporation,NYSE,1010000000
5384,TEAF,Tortoise Essential Assets Income Term Fund,NYSE,212080000
5385,NTG,Tortoise Midstream Energy Fund. Inc.,NYSE,718070000
5386,TTP,Tortoise Pipeline & Energy Fund. Inc.,NYSE,126450000
5387,TPZ,Tortoise Power and Energy Infrastructure Fund. Inc,NYSE,119050000
5388,TOT,Total S.A.,NYSE,1.37E+11
5389,TSQ,Townsquare Media. Inc.,NYSE,120790000
5390,TM,Toyota Motor Corp Ltd Ord,NYSE,1.97E+11
5391,TPGH,TPG Pace Holdings Corp.,NYSE,578810000
5392,TRTX,TPG RE Finance Trust. Inc.,NYSE,1470000000
5393,TSLX,TPG Specialty Lending. Inc.,NYSE,1400000000
5394,TAC,TransAlta Corporation,NYSE,1700000000
